0,65.27777777777779
1,72.12962962962963
2,73.33333333333333
3,74.53703703703704
4,75.0
5,74.53703703703704
6,75.83333333333333
7,74.53703703703704
8,75.55555555555556
9,75.27777777777777
10,77.5
11,76.66666666666667
12,77.5925925925926
13,76.01851851851852
14,78.51851851851852
15,77.87037037037037
16,77.77777777777779
17,78.61111111111111
18,78.61111111111111
19,79.53703703703704
20,80.55555555555556
21,79.44444444444444
22,79.16666666666666
23,81.57407407407408
24,77.87037037037037
25,80.46296296296296
26,81.38888888888889
27,79.81481481481481
28,80.37037037037037
29,81.75925925925925
30,81.66666666666667
31,82.03703703703704
32,82.12962962962963
33,81.57407407407408
34,85.18518518518519
35,86.20370370370371
36,85.0
37,81.57407407407408
38,83.42592592592592
39,85.92592592592592
40,85.37037037037038
41,86.75925925925925
42,86.29629629629629
43,86.11111111111111
44,88.79629629629629
45,86.75925925925925
46,86.66666666666667
47,89.16666666666667
48,88.51851851851852
49,88.33333333333333
50,90.37037037037037
51,89.35185185185185
52,88.33333333333333
53,88.61111111111111
54,88.70370370370371
55,89.53703703703704
56,89.35185185185185
57,90.0925925925926
58,89.81481481481481
59,89.35185185185185
60,89.44444444444444
61,90.27777777777779
62,90.83333333333333
63,91.48148148148148
64,91.01851851851852
65,91.20370370370371
66,90.0
67,90.18518518518519
68,90.55555555555556
69,90.83333333333333
70,92.31481481481481
71,91.48148148148148
72,92.96296296296296
73,91.94444444444444
74,92.96296296296296
75,92.77777777777779
76,92.5
77,92.22222222222223
78,92.96296296296296
79,93.05555555555556
80,93.7037037037037
81,93.51851851851852
82,93.61111111111111
83,91.94444444444444
84,93.42592592592592
85,92.4074074074074
86,94.9074074074074
87,94.44444444444444
88,93.24074074074075
89,93.7037037037037
90,94.53703703703704
91,95.27777777777777
92,94.25925925925925
93,93.42592592592592
94,96.48148148148148
95,94.9074074074074
96,95.18518518518519
97,94.9074074074074
98,94.81481481481482
99,93.51851851851852
100,95.46296296296296
101,95.64814814814815
102,96.01851851851852
103,96.29629629629629
104,96.01851851851852
105,95.0925925925926
106,95.0
107,96.48148148148148
108,94.25925925925925
109,95.18518518518519
110,95.0
111,94.35185185185185
112,96.11111111111111
113,96.29629629629629
114,96.2037037037037
115,95.92592592592592
116,95.64814814814815
117,95.0925925925926
118,94.81481481481482
119,95.64814814814815
120,95.83333333333334
121,95.83333333333334
122,95.92592592592592
123,95.74074074074073
124,95.0925925925926
125,96.2037037037037
126,97.03703703703704
127,96.11111111111111
128,96.48148148148148
129,95.37037037037037
130,96.38888888888889
131,95.83333333333334
132,95.46296296296296
133,97.12962962962963
134,97.4074074074074
135,96.57407407407408
136,96.29629629629629
137,97.5
138,97.87037037037038
139,97.5
140,96.94444444444444
141,96.57407407407408
142,96.75925925925925
143,96.48148148148148
144,97.4074074074074
145,96.94444444444444
146,96.85185185185186
147,96.75925925925925
148,96.75925925925925
149,96.94444444444444
